week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,cumulative_weeks_in_top_10
2021-10-24,TV (English),2,Maid,Maid: Limited Series,79040000,4
2021-10-24,TV (English),3,You,You: Season 1,44810000,2
2021-10-24,TV (English),4,Locke & Key,Locke & Key: Season 2,35530000,1
2021-10-24,TV (English),5,You,You: Season 2,33120000,1
2021-10-24,TV (English),6,Dynasty,Dynasty: Season 4,19970000,1
2021-10-24,TV (English),7,Sex Education,Sex Education: Season 3,18380000,6
2021-10-24,TV (English),8,CoComelon,CoComelon: Season 4,15930000,1
2021-10-24,TV (English),9,Another Life,Another Life: Season 2,15760000,1
2021-10-24,TV (English),10,Locke & Key,Locke & Key: Season 1,15710000,1
2021-10-24,TV (Non-English),1,Squid Game,Squid Game: Season 1,147560000,6
2021-10-24,TV (Non-English),2,My Name,My Name: Season 1,84530000,2
2021-10-24,TV (Non-English),3,The Five Juanas,The Five Juanas: Season 1,34600000,3
2021-10-24,TV (Non-English),4,Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,31840000,8
2021-10-24,TV (Non-English),5,Love Is Blind: Brazil,Love Is Blind: Brazil: Season 1,16290000,2
2021-10-24,TV (Non-English),6,Carinha de Anjo,Carinha de Anjo: Season 1,13930000,3
2021-10-24,TV (Non-English),7,The Chestnut Man,The Chestnut Man: Season 1,12900000,4
2021-10-24,TV (Non-English),8,Alice in Borderland,Alice in Borderland: Season 1,8700000,5
2021-10-24,TV (Non-English),9,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",7710000,3
2021-10-24,TV (Non-English),10,The King's Affection,The King's Affection: Season 1,6950000,1
2021-10-17,Films (English),1,Venom,,20410000,2
2021-10-17,Films (English),2,The Guilty,,12590000,3
2021-10-17,Films (English),3,Security,,9470000,2
2021-10-17,Films (English),4,My Little Pony: A New Generation,,8220000,4
2021-10-17,Films (English),5,There's Someone Inside Your House,,7380000,2
2021-10-17,Films (English),6,Pokémon the Movie: Secrets of the Jungle,,7300000,2
2021-10-17,Films (English),7,Redemption,,5800000,1
2021-10-17,Films (English),8,Titanic,,5000000,2
2021-10-17,Films (English),9,Going in Style,,4950000,1
2021-10-17,Films (English),10,Knight and Day,,4770000,1
2021-10-17,Films (Non-English),1,The Forgotten Battle,,21460000,1
2021-10-17,Films (Non-English),2,"My Brother, My Sister",,7360000,2
2021-10-17,Films (Non-English),3,Grudge,,6060000,2
2021-10-17,Films (Non-English),4,Fever Dream,,6030000,1
2021-10-17,Films (Non-English),5,The Trip,,3390000,1
2021-10-17,Films (Non-English),6,Friendzone,,3340000,3
2021-10-17,Films (Non-English),7,Confessions of an Invisible Girl,,2120000,4
2021-10-17,Films (Non-English),8,Tudo por um Pop Star,,1870000,1
2021-10-17,Films (Non-English),9,Violet Evergarden the Movie,,1800000,1
2021-10-17,Films (Non-English),10,Beauty and the Beast,,1800000,3
2021-10-17,TV (English),1,You,You: Season 3,133120000,1
2021-10-17,TV (English),2,Maid,Maid: Limited Series,129280000,3
2021-10-17,TV (English),3,Sex Education,Sex Education: Season 3,28190000,5
2021-10-17,TV (English),4,Shameless (U.S.),Shameless (U.S.): Season 11,23530000,1
2021-10-17,TV (English),5,You,You: Season 1,23050000,1
2021-10-17,TV (English),6,Midnight Mass,Midnight Mass: Limited Series,20940000,4
2021-10-17,TV (English),7,A Tale Dark & Grimm,A Tale Dark & Grimm: Season 1,18730000,1
2021-10-17,TV (English),8,On My Block,On My Block: Season 4,17360000,2
2021-10-17,TV (English),9,The Baby-Sitters Club,The Baby-Sitters Club: Season 2,17030000,1
2021-10-17,TV (English),10,Grey's Anatomy,Grey's Anatomy: Season 17,15990000,3
2021-10-17,TV (Non-English),1,Squid Game,Squid Game: Season 1,258840000,5
2021-10-17,TV (Non-English),2,The Five Juanas,The Five Juanas: Season 1,62890000,2
2021-10-17,TV (Non-English),3,My Name,My Name: Season 1,41780000,1
2021-10-17,TV (Non-English),4,Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,37740000,7
2021-10-17,TV (Non-English),5,The Chestnut Man,The Chestnut Man: Season 1,20720000,3
2021-10-17,TV (Non-English),6,Alice in Borderland,Alice in Borderland: Season 1,16310000,4
2021-10-17,TV (Non-English),7,Love Is Blind: Brazil,Love Is Blind: Brazil: Season 1,13770000,1
2021-10-17,TV (Non-English),8,Carinha de Anjo,Carinha de Anjo: Season 1,12760000,2
2021-10-17,TV (Non-English),9,"Nevertheless,","Nevertheless,: Season 1",10080000,7
2021-10-17,TV (Non-English),10,House of Secrets: The Burari Deaths,House of Secrets: The Burari Deaths: Limited Series,9220000,1
2021-10-10,Films (English),1,The Guilty,,42280000,2
2021-10-10,Films (English),2,There's Someone Inside Your House,,20480000,1
2021-10-10,Films (English),3,Venom,,13920000,1
2021-10-10,Films (English),4,My Little Pony: A New Generation,,13370000,3
2021-10-10,Films (English),5,Titanic,,10270000,1
2021-10-10,Films (English),6,Ride Along 2,,8030000,1
2021-10-10,Films (English),7,Heat,,7650000,1
2021-10-10,Films (English),8,Pokémon the Movie: Secrets of the Jungle,,7520000,1
2021-10-10,Films (English),9,Mr. & Mrs. Smith,,7180000,1
2021-10-10,Films (English),10,Security,,6830000,1
2021-10-10,Films (Non-English),1,Friendzone,,7210000,2
2021-10-10,Films (Non-English),2,The Seven Deadly Sins: Cursed by Light,,4070000,2
2021-10-10,Films (Non-English),3,Sounds Like Love,,3600000,2
2021-10-10,Films (Non-English),4,Confessions of an Invisible Girl,,2730000,3
2021-10-10,Films (Non-English),5,Forever Rich,,2540000,1
2021-10-10,Films (Non-English),6,Thalaivii,,2110000,2
2021-10-10,Films (Non-English),7,Grudge,,1940000,1
2021-10-10,Films (Non-English),8,Luccas Neto em: O Mapa do Tesouro 2,,1830000,1
2021-10-10,Films (Non-English),9,Beauty and the Beast,,1790000,2
2021-10-10,Films (Non-English),10,"My Brother, My Sister",,1670000,1
2021-10-10,TV (English),1,Maid,Maid: Limited Series,166520000,2
2021-10-10,TV (English),2,On My Block,On My Block: Season 4,63520000,1
2021-10-10,TV (English),3,Sex Education,Sex Education: Season 3,42120000,4
2021-10-10,TV (English),4,Grey's Anatomy,Grey's Anatomy: Season 17,29650000,2
2021-10-10,TV (English),5,Midnight Mass,Midnight Mass: Limited Series,29020000,3
2021-10-10,TV (English),6,PAW Patrol,PAW Patrol: Season 6,19910000,1
2021-10-10,TV (English),7,Lucifer,Lucifer: Season 6,16730000,5
2021-10-10,TV (English),8,Dave Chappelle: The Closer,,14350000,1
2021-10-10,TV (English),9,Sex Education,Sex Education: Season 2,12760000,3
2021-10-10,TV (English),10,Scaredy Cats,Scaredy Cats: Season 1,12520000,1
2021-10-10,TV (Non-English),1,Squid Game,Squid Game: Season 1,412940000,4
2021-10-10,TV (Non-English),2,The Five Juanas,The Five Juanas: Season 1,39460000,1
2021-10-10,TV (Non-English),3,Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,32890000,6
2021-10-10,TV (Non-English),4,The Chestnut Man,The Chestnut Man: Season 1,30300000,2
2021-10-10,TV (Non-English),5,Alice in Borderland,Alice in Borderland: Season 1,22220000,3
2021-10-10,TV (Non-English),6,Baki Hanma,Baki Hanma: Season 1,14560000,2
2021-10-10,TV (Non-English),7,Ganglands,Ganglands: Season 1,11210000,3
2021-10-10,TV (Non-English),8,Carinha de Anjo,Carinha de Anjo: Season 1,10240000,1
2021-10-10,TV (Non-English),9,Money Heist,Money Heist: Part 5,9730000,6
2021-10-10,TV (Non-English),10,"Nevertheless,","Nevertheless,: Season 1",8570000,6
2021-10-03,Films (English),1,The Guilty,,47600000,1
2021-10-03,Films (English),2,My Little Pony: A New Generation,,24510000,2
2021-10-03,Films (English),3,The Starling,,20130000,2
2021-10-03,Films (English),4,No One Gets Out Alive,,17010000,1
2021-10-03,Films (English),5,Britney Vs Spears,,16750000,1
2021-10-03,Films (English),6,Intrusion,,12050000,2
2021-10-03,Films (English),7,Grown Ups,,8130000,2
2021-10-03,Films (English),8,Kate,,5680000,4
2021-10-03,Films (English),9,Man on Fire,,4960000,3
2021-10-03,Films (English),10,Vivo,,4160000,7
2021-10-03,Films (Non-English),1,Friendzone,,8740000,1
2021-10-03,Films (Non-English),2,Sounds Like Love,,7100000,1
2021-10-03,Films (Non-English),3,Confessions of an Invisible Girl,,6350000,2
2021-10-03,Films (Non-English),4,The Seven Deadly Sins: Cursed by Light,,4650000,1
2021-10-03,Films (Non-English),5,Thalaivii,,3120000,1
2021-10-03,Films (Non-English),6,The Father Who Moves Mountains,,2940000,3
2021-10-03,Films (Non-English),7,Beauty and the Beast,,2740000,1
2021-10-03,Films (Non-English),8,Je Suis Karl,,2140000,1
2021-10-03,Films (Non-English),9,The Stronghold,,1840000,3
2021-10-03,Films (Non-English),10,Freaks – You're One of Us,,1450000,1
2021-10-03,TV (English),1,Sex Education,Sex Education: Season 3,72870000,3
2021-10-03,TV (English),2,Maid,Maid: Limited Series,61080000,1
2021-10-03,TV (English),3,Midnight Mass,Midnight Mass: Limited Series,59120000,2
2021-10-03,TV (English),4,Lucifer,Lucifer: Season 6,25110000,4
2021-10-03,TV (English),5,Grey's Anatomy,Grey's Anatomy: Season 17,18680000,1
2021-10-03,TV (English),6,Sex Education,Sex Education: Season 1,18420000,3
2021-10-03,TV (English),7,Sex Education,Sex Education: Season 2,18140000,2
2021-10-03,TV (English),8,Blood & Water,Blood & Water: Season 2,15870000,1
2021-10-03,TV (English),9,Clickbait,Clickbait: Limited Series,13210000,6
2021-10-03,TV (English),10,CoComelon,CoComelon: Season 3,10690000,5
2021-10-03,TV (Non-English),1,Squid Game,Squid Game: Season 1,571760000,3
2021-10-03,TV (Non-English),2,The Chestnut Man,The Chestnut Man: Season 1,31380000,1
2021-10-03,TV (Non-English),3,Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,28330000,5
2021-10-03,TV (Non-English),4,Ganglands,Ganglands: Season 1,27030000,2
2021-10-03,TV (Non-English),5,Alice in Borderland,Alice in Borderland: Season 1,26280000,2
2021-10-03,TV (Non-English),6,Baki Hanma,Baki Hanma: Season 1,20090000,1
2021-10-03,TV (Non-English),7,Money Heist,Money Heist: Part 5,14250000,5
2021-10-03,TV (Non-English),8,The Seven Deadly Sins,The Seven Deadly Sins: Dragon's Judgement,13420000,4
2021-10-03,TV (Non-English),9,Love 101,Love 101: Season 2,12600000,1
2021-10-03,TV (Non-English),10,Money Heist,Money Heist: Part 1,9370000,5
2021-09-26,Films (English),1,Intrusion,,30040000,1
2021-09-26,Films (English),2,The Starling,,16670000,1
2021-09-26,Films (English),3,My Little Pony: A New Generation,,15510000,1
2021-09-26,Films (English),4,Man on Fire,,12590000,2
2021-09-26,Films (English),5,Kate,,11280000,3
2021-09-26,Films (English),6,Grown Ups,,9250000,1
2021-09-26,Films (English),7,Schumacher,,8040000,2
2021-09-26,Films (English),8,Safe House,,6930000,2
2021-09-26,Films (English),9,Nightbooks,,6790000,2
2021-09-26,Films (English),10,The Marksman,,5210000,2
2021-09-26,Films (Non-English),1,The Father Who Moves Mountains,,16120000,2
2021-09-26,Films (Non-English),2,The Stronghold,,9490000,2
2021-09-26,Films (Non-English),3,Confessions of an Invisible Girl,,7130000,1
2021-09-26,Films (Non-English),4,Prey,,2330000,3
2021-09-26,Films (Non-English),5,Forgotten We'll Be,,1580000,1
2021-09-26,Films (Non-English),6,Ankahi Kahaniya,,1260000,1
2021-09-26,Films (Non-English),7,Blood Red Sky,,1120000,9
2021-09-26,Films (Non-English),8,Pinkfong & Baby Shark's Space Adventure,,1050000,2
2021-09-26,Films (Non-English),9,Xtreme,,1030000,3
2021-09-26,Films (Non-English),10,Rurouni Kenshin: The Beginning,,930000,7
2021-09-26,TV (English),1,Sex Education,Sex Education: Season 3,160420000,2
2021-09-26,TV (English),2,Lucifer,Lucifer: Season 6,42990000,3
2021-09-26,TV (English),3,Midnight Mass,Midnight Mass: Limited Series,33200000,1
2021-09-26,TV (English),4,Sex Education,Sex Education: Season 1,27380000,2
2021-09-26,TV (English),5,Clickbait,Clickbait: Limited Series,22150000,5
2021-09-26,TV (English),6,Sex Education,Sex Education: Season 2,22030000,1
2021-09-26,TV (English),7,The Circle,The Circle: Season 3,15850000,2
2021-09-26,TV (English),8,Monsters Inside: The 24 Faces of Billy Milligan,Monsters Inside: The 24 Faces of Billy Milligan: Limited Series,15150000,1
2021-09-26,TV (English),9,Good Girls,Good Girls: Season 4,12920000,4
2021-09-26,TV (English),10,Lucifer,Lucifer: Season 5,12180000,5
2021-09-26,TV (Non-English),1,Squid Game,Squid Game: Season 1,448730000,2
2021-09-26,TV (Non-English),2,Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,23360000,4
2021-09-26,TV (Non-English),3,Money Heist,Money Heist: Part 5,21830000,4
2021-09-26,TV (Non-English),4,Ganglands,Ganglands: Season 1,16260000,1
2021-09-26,TV (Non-English),5,The Seven Deadly Sins,The Seven Deadly Sins: Dragon's Judgement,14020000,3
2021-09-26,TV (Non-English),6,Money Heist,Money Heist: Part 1,12150000,4
2021-09-26,TV (Non-English),7,Jaguar,Jaguar: Season 1,11620000,1
2021-09-26,TV (Non-English),8,Alice in Borderland,Alice in Borderland: Season 1,10890000,1
2021-09-26,TV (Non-English),9,Money Heist,Money Heist: Part 4,8680000,4
2021-09-26,TV (Non-English),10,"Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",8410000,13
2021-09-19,Films (English),1,Kate,,37400000,2
2021-09-19,Films (English),2,Schumacher,,17290000,1
2021-09-19,Films (English),3,Man on Fire,,16160000,1
2021-09-19,Films (English),4,The Marksman,,14680000,1
2021-09-19,Films (English),5,Nightbooks,,13160000,1
2021-09-19,Films (English),6,The Equalizer 2,,12310000,1
2021-09-19,Films (English),7,Firedrake the Silver Dragon,,9650000,1
2021-09-19,Films (English),8,Safe House,,9060000,1
2021-09-19,Films (English),9,Afterlife of the Party,,8100000,3
2021-09-19,Films (English),10,First Kill,,6950000,1
2021-09-19,Films (Non-English),1,The Father Who Moves Mountains,,14830000,1
2021-09-19,Films (Non-English),2,Prey,,14270000,2
2021-09-19,Films (Non-English),3,The Stronghold,,10360000,1
2021-09-19,Films (Non-English),4,JJ+E,,3140000,2
2021-09-19,Films (Non-English),5,O Candidato Honesto 2,,2610000,1
2021-09-19,Films (Non-English),6,Ilhados,,2240000,1
2021-09-19,Films (Non-English),7,Love of My Loves,,1880000,2
2021-09-19,Films (Non-English),8,Kung Fu Hustle,,1800000,2
2021-09-19,Films (Non-English),9,The Women and the Murderer,,1470000,2
2021-09-19,Films (Non-English),10,Amores perros,,1450000,1
2021-09-19,TV (English),1,Sex Education,Sex Education: Season 3,125770000,1
2021-09-19,TV (English),2,Lucifer,Lucifer: Season 6,98140000,2
2021-09-19,TV (English),3,Clickbait,Clickbait: Limited Series,35020000,4
2021-09-19,TV (English),4,Good Girls,Good Girls: Season 4,19310000,3
2021-09-19,TV (English),5,Turning Point: 9/11 and the War on Terror,Turning Point: 9/11 and the War on Terror: Season 1,18720000,3
2021-09-19,TV (English),6,Lucifer,Lucifer: Season 5,16240000,4
2021-09-19,TV (English),7,Sex Education,Sex Education: Season 1,14880000,1
2021-09-19,TV (English),8,The Circle,The Circle: Season 3,14350000,1
2021-09-19,TV (English),9,Sharkdog,Sharkdog: Season 1,14180000,2
2021-09-19,TV (English),10,Lucifer,Lucifer: Season 1,11560000,1
2021-09-19,TV (Non-English),1,Squid Game,Squid Game: Season 1,63190000,1
2021-09-19,TV (Non-English),2,Money Heist,Money Heist: Part 5,39910000,3
2021-09-19,TV (Non-English),3,Money Heist,Money Heist: Part 1,19340000,3
2021-09-19,TV (Non-English),4,Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,18580000,3
2021-09-19,TV (Non-English),5,Hospital Playlist,Hospital Playlist: Season 2,13050000,7
2021-09-19,TV (Non-English),6,Money Heist,Money Heist: Part 4,12270000,3
2021-09-19,TV (Non-English),7,Money Heist,Money Heist: Part 2,11940000,2
2021-09-19,TV (Non-English),8,Money Heist,Money Heist: Part 3,11490000,3
2021-09-19,TV (Non-English),9,"Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",9320000,12
2021-09-19,TV (Non-English),10,Carrossel,,7870000,10
2021-09-12,Films (English),1,Kate,,38780000,1
2021-09-12,Films (English),2,Afterlife of the Party,,23790000,2
2021-09-12,Films (English),3,Worth,,13560000,2
2021-09-12,Films (English),4,He's All That,,10930000,3
2021-09-12,Films (English),5,SAS: Rise of the Black Swan,,9930000,3
2021-09-12,Films (English),6,In Time,,8930000,1
2021-09-12,Films (English),7,Noah,,7770000,1
2021-09-12,Films (English),8,Vivo,,6960000,6
2021-09-12,Films (English),9,Sweet Girl,,6570000,4
2021-09-12,Films (English),10,Monte Carlo,,6200000,1
2021-09-12,Films (Non-English),1,Prey,,13440000,1
2021-09-12,Films (Non-English),2,JJ+E,,5410000,1
2021-09-12,Films (Non-English),3,Kung Fu Hustle,,3250000,1
2021-09-12,Films (Non-English),4,Invasion,,2990000,2
2021-09-12,Films (Non-English),5,The Women and the Murderer,,2060000,1
2021-09-12,Films (Non-English),6,Blood Red Sky,,1780000,8
2021-09-12,Films (Non-English),7,Love of My Loves,,1530000,1
2021-09-12,Films (Non-English),8,The Secret Diary of an Exchange Student,,1450000,4
2021-09-12,Films (Non-English),9,Out of my league,,1440000,4
2021-09-12,Films (Non-English),10,Lassie Come Home,,1410000,1
2021-09-12,TV (English),1,Lucifer,Lucifer: Season 6,75940000,1
2021-09-12,TV (English),2,Clickbait,Clickbait: Limited Series,54420000,3
2021-09-12,TV (English),3,Turning Point: 9/11 and the War on Terror,Turning Point: 9/11 and the War on Terror: Season 1,37910000,2
2021-09-12,TV (English),4,Good Girls,Good Girls: Season 4,31750000,2
2021-09-12,TV (English),5,Sharkdog,Sharkdog: Season 1,19590000,1
2021-09-12,TV (English),6,The 100,The 100: Season 7,12990000,2
2021-09-12,TV (English),7,Lucifer,Lucifer: Season 5,12260000,3
2021-09-12,TV (English),8,Octonauts: Above & Beyond,Octonauts: Above & Beyond: Season 1,11730000,1
2021-09-12,TV (English),9,Dive Club,Dive Club: Season 1,11480000,1
2021-09-12,TV (English),10,Manifest,Manifest: Season 3,11150000,3
2021-09-12,TV (Non-English),1,Money Heist,Money Heist: Part 5,123170000,2
2021-09-12,TV (Non-English),2,Money Heist,Money Heist: Part 1,38030000,2
2021-09-12,TV (Non-English),3,Money Heist,Money Heist: Part 2,16720000,1
2021-09-12,TV (Non-English),4,Money Heist,Money Heist: Part 4,16720000,2
2021-09-12,TV (Non-English),5,Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,14870000,2
2021-09-12,TV (Non-English),6,Money Heist,Money Heist: Part 3,14410000,2
2021-09-12,TV (Non-English),7,Hospital Playlist,Hospital Playlist: Season 2,11590000,6
2021-09-12,TV (Non-English),8,Into the Night,Into the Night: Season 2,10630000,1
2021-09-12,TV (Non-English),9,"Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",10350000,11
2021-09-12,TV (Non-English),10,Hotel Del Luna,Hotel Del Luna: Season 1,9980000,1
2021-09-05,Films (English),1,He's All That,,36730000,2
2021-09-05,Films (English),2,SAS: Rise of the Black Swan,,32730000,2
2021-09-05,Films (English),3,Afterlife of the Party,,26710000,1
2021-09-05,Films (English),4,Sweet Girl,,13390000,3
2021-09-05,Films (English),5,Vivo,,9380000,5
2021-09-05,Films (English),6,The Loud House Movie,,6640000,3
2021-09-05,Films (English),7,Worth,,6480000,1
2021-09-05,Films (English),8,The Secret Life of Pets,,6450000,3
2021-09-05,Films (English),9,Welcome Home Roscoe Jenkins,,6270000,1
2021-09-05,Films (English),10,Green Lantern,,6230000,1
2021-09-05,Films (Non-English),1,Invasion,,7340000,1
2021-09-05,Films (Non-English),2,Out of my league,,2270000,3
2021-09-05,Films (Non-English),3,The Secret Diary of an Exchange Student,,2100000,3
2021-09-05,Films (Non-English),4,Blood Red Sky,,2080000,7
2021-09-05,Films (Non-English),5,Flu,,1830000,1
2021-09-05,Films (Non-English),6,Black Island,,1420000,3
2021-09-05,Films (Non-English),7,Rurouni Kenshin: The Beginning,,1330000,6
2021-09-05,Films (Non-English),8,Thimmarusu,,1220000,1
2021-09-05,Films (Non-English),9,I Don't Know Whether to Slit My Wrists or Leave Them Long,,1130000,1
2021-09-05,Films (Non-English),10,Pinkfong & Baby Shark's Space Adventure,,1120000,1
2021-09-05,TV (English),1,Clickbait,Clickbait: Limited Series,76540000,2
2021-09-05,TV (English),2,Good Girls,Good Girls: Season 4,37580000,1
2021-09-05,TV (English),3,Turning Point: 9/11 and the War on Terror,Turning Point: 9/11 and the War on Terror: Season 1,24050000,1
2021-09-05,TV (English),4,Manifest,Manifest: Season 3,15660000,2
2021-09-05,TV (English),5,The 100,The 100: Season 7,13590000,1
2021-09-05,TV (English),6,Outer Banks,Outer Banks: Season 2,12910000,6
2021-09-05,TV (English),7,CoComelon,CoComelon: Season 3,11050000,4
2021-09-05,TV (English),8,Manifest,Manifest: Season 1,10320000,6
2021-09-05,TV (English),9,Good Girls,Good Girls: Season 1,9590000,1
2021-09-05,TV (English),10,CoComelon,CoComelon: Season 1,9140000,1
2021-09-05,TV (Non-English),1,Money Heist,Money Heist: Part 5,201910000,1
2021-09-05,TV (Non-English),2,Money Heist,Money Heist: Part 1,22710000,1
2021-09-05,TV (Non-English),3,D.P.,D.P.: Season 1,19170000,2
2021-09-05,TV (Non-English),4,Money Heist,Money Heist: Part 4,14870000,1
2021-09-05,TV (Non-English),5,The Snitch Cartel: Origins,The Snitch Cartel: Origins: Season 1,11530000,6
2021-09-05,TV (Non-English),6,"Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",11100000,10
2021-09-05,TV (Non-English),7,Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,9630000,1
2021-09-05,TV (Non-English),8,Carrossel,,9010000,9
2021-09-05,TV (Non-English),9,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",7200000,2
2021-09-05,TV (Non-English),10,Money Heist,Money Heist: Part 3,7070000,1
2021-08-29,Films (English),1,Sweet Girl,,48140000,2
2021-08-29,Films (English),2,He's All That,,42810000,1
2021-08-29,Films (English),3,SAS: Rise of the Black Swan,,35650000,1
2021-08-29,Films (English),4,The Loud House Movie,,16910000,2
2021-08-29,Films (English),5,The Old Ways,,13720000,1
2021-08-29,Films (English),6,Vivo,,13430000,4
2021-08-29,Films (English),7,The Witcher: Nightmare of the Wolf,,13300000,1
2021-08-29,Films (English),8,The Secret Life of Pets,,10860000,2
2021-08-29,Films (English),9,The Kissing Booth 3,,9560000,3
2021-08-29,Films (English),10,Tomb Raider,,8430000,1
2021-08-29,Films (Non-English),1,Black Island,,6570000,2
2021-08-29,Films (Non-English),2,Out of my league,,5790000,2
2021-08-29,Films (Non-English),3,The Secret Diary of an Exchange Student,,5090000,2
2021-08-29,Films (Non-English),4,Blood Red Sky,,3020000,6
2021-08-29,Films (Non-English),5,Rurouni Kenshin: The Beginning,,2280000,5
2021-08-29,Films (Non-English),6,The Last Mercenary,,2000000,5
2021-08-29,Films (Non-English),7,El infierno,,1560000,4
2021-08-29,Films (Non-English),8,Mimi,,1510000,5
2021-08-29,Films (Non-English),9,Bartkowiak,,1460000,3
2021-08-29,Films (Non-English),10,Shiny_Flakes: The Teenage Drug Lord,,1440000,4
2021-08-29,TV (English),1,Clickbait,Clickbait: Limited Series,51280000,1
2021-08-29,TV (English),2,Outer Banks,Outer Banks: Season 2,20790000,5
2021-08-29,TV (English),3,Manifest,Manifest: Season 3,17740000,1
2021-08-29,TV (English),4,The Chair,The Chair: Season 1,14020000,1
2021-08-29,TV (English),5,Outer Banks,Outer Banks: Season 1,13860000,5
2021-08-29,TV (English),6,Manifest,Manifest: Season 1,12410000,5
2021-08-29,TV (English),7,For Life,For Life: Season 1,11180000,3
2021-08-29,TV (English),8,CoComelon,CoComelon: Season 3,11030000,3
2021-08-29,TV (English),9,All American,All American: Season 3,10480000,5
2021-08-29,TV (English),10,Hit & Run,Hit & Run: Season 1,10090000,4
2021-08-29,TV (Non-English),1,The Snitch Cartel: Origins,The Snitch Cartel: Origins: Season 1,15480000,5
2021-08-29,TV (Non-English),2,"Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",12120000,9
2021-08-29,TV (Non-English),3,AlRawabi School for Girls,AlRawabi School for Girls: Limited Series,11500000,3
