Destination,Export,Type,Year,Latitude,Longitude
Spain,0,Lignite,2015,40.617,-3.388
Spain,0,Lignite,2014,40.617,-3.388
Spain,0,Lignite,2013,40.617,-3.388
Spain,0,Lignite,2012,40.617,-3.388
Spain,472,Basic Chemistry Organic of Agriculture,2018,40.617,-3.388
Spain,272.6,Basic Chemistry Organic of Agriculture,2017,40.617,-3.388
Spain,127.5,Basic Chemistry Organic of Agriculture,2016,40.617,-3.388
Spain,115.9,Basic Chemistry Organic of Agriculture,2015,40.617,-3.388
Spain,268.8,Basic Chemistry Organic of Agriculture,2014,40.617,-3.388
Spain,260.4,Basic Chemistry Organic of Agriculture,2013,40.617,-3.388
Spain,472.4,Basic Chemistry Organic of Agriculture,2012,40.617,-3.388
South Africa,0.0736,Jewellery Goods and Valuables,2018,-31.7,23.441
South Africa,0.051,Jewellery Goods and Valuables,2017,-31.7,23.441
South Africa,118.7591,Jewellery Goods and Valuables,2016,-31.7,23.441
South Africa,12.3631,Jewellery Goods and Valuables,2015,-31.7,23.441
South Africa,547.5795,Jewellery Goods and Valuables,2014,-31.7,23.441
South Africa,8.9755,Jewellery Goods and Valuables,2013,-31.7,23.441
South Africa,5.4217,Jewellery Goods and Valuables,2012,-31.7,23.441
South Africa,106.9,4-Wheel Motor Vehicle and more,2018,-31.7,23.441
South Africa,61.6,4-Wheel Motor Vehicle and more,2017,-31.7,23.441
South Africa,51.6,4-Wheel Motor Vehicle and more,2016,-31.7,23.441
South Africa,59,4-Wheel Motor Vehicle and more,2015,-31.7,23.441
South Africa,67,4-Wheel Motor Vehicle and more,2014,-31.7,23.441
South Africa,91.6,4-Wheel Motor Vehicle and more,2013,-31.7,23.441
South Africa,93.2,4-Wheel Motor Vehicle and more,2012,-31.7,23.441
Singapore,6.1201,White Pepper,2018,1.3389,103.8297
Singapore,15.6555,White Pepper,2017,1.3389,103.8297
Singapore,29.72242855,White Pepper,2016,1.3389,103.8297
Singapore,56.84428689,White Pepper,2015,1.3389,103.8297
Singapore,56.051807,White Pepper,2014,1.3389,103.8297
Singapore,35.40616,White Pepper,2013,1.3389,103.8297
Singapore,14.258506,White Pepper,2012,1.3389,103.8297
Singapore,737.546,Jewellery Goods and Valuables,2018,1.3389,103.8297
Singapore,789.6018,Jewellery Goods and Valuables,2017,1.3389,103.8297
Singapore,949.0601,Jewellery Goods and Valuables,2016,1.3389,103.8297
Singapore,380.4192,Jewellery Goods and Valuables,2015,1.3389,103.8297
Singapore,244.2829,Jewellery Goods and Valuables,2014,1.3389,103.8297
Singapore,21.9427,Jewellery Goods and Valuables,2013,1.3389,103.8297
Singapore,26.137,Jewellery Goods and Valuables,2012,1.3389,103.8297
Singapore,192.8,Iron Steel,2018,1.3389,103.8297
Singapore,117.8,Iron Steel,2017,1.3389,103.8297
Singapore,159.1,Iron Steel,2016,1.3389,103.8297
Singapore,188.5,Iron Steel,2015,1.3389,103.8297
Singapore,224.6,Iron Steel,2014,1.3389,103.8297
Singapore,242.3,Iron Steel,2013,1.3389,103.8297
Singapore,307.4,Iron Steel,2012,1.3389,103.8297
Singapore,4.5891,Fruit,2018,1.3389,103.8297
Singapore,3.9464,Fruit,2017,1.3389,103.8297
Singapore,2.7189,Fruit,2016,1.3389,103.8297
Singapore,4.168,Fruit,2015,1.3389,103.8297
Singapore,5.1792,Fruit,2014,1.3389,103.8297
Singapore,6.881,Fruit,2013,1.3389,103.8297
Singapore,7.465939,Fruit,2012,1.3389,103.8297
Singapore,27.8626,Fresh Chilled Fish,2018,1.3389,103.8297
Singapore,26.2914,Fresh Chilled Fish,2017,1.3389,103.8297
Singapore,29.5696,Fresh Chilled Fish,2016,1.3389,103.8297
Singapore,47.3547,Fresh Chilled Fish,2015,1.3389,103.8297
Singapore,32.2243,Fresh Chilled Fish,2014,1.3389,103.8297
Singapore,33.4074,Fresh Chilled Fish,2013,1.3389,103.8297
Singapore,29.3185,Fresh Chilled Fish,2012,1.3389,103.8297
Singapore,579.008,Electrical Equipment,2018,1.3389,103.8297
Singapore,715.2855,Electrical Equipment,2017,1.3389,103.8297
Singapore,805.0504,Electrical Equipment,2016,1.3389,103.8297
Singapore,746.5777,Electrical Equipment,2015,1.3389,103.8297
Singapore,1001.2498,Electrical Equipment,2014,1.3389,103.8297
Singapore,1017.9888,Electrical Equipment,2013,1.3389,103.8297
Singapore,1171.0021,Electrical Equipment,2012,1.3389,103.8297
Singapore,15.0258,"Drug Plants, Aromatic, Spices",2018,1.3389,103.8297
Singapore,21.4146,"Drug Plants, Aromatic, Spices",2017,1.3389,103.8297
Singapore,19.8887,"Drug Plants, Aromatic, Spices",2016,1.3389,103.8297
Singapore,27.4421,"Drug Plants, Aromatic, Spices",2015,1.3389,103.8297
Singapore,27.1147,"Drug Plants, Aromatic, Spices",2014,1.3389,103.8297
Singapore,18.666,"Drug Plants, Aromatic, Spices",2013,1.3389,103.8297
Singapore,30.060988,"Drug Plants, Aromatic, Spices",2012,1.3389,103.8297
Singapore,24.2393,Coffee,2018,1.3389,103.8297
Singapore,18.7781,Coffee,2017,1.3389,103.8297
Singapore,15.9299,Coffee,2016,1.3389,103.8297
Singapore,30.037,Coffee,2015,1.3389,103.8297
Singapore,21.3269,Coffee,2014,1.3389,103.8297
Singapore,22.4084,Coffee,2013,1.3389,103.8297
Singapore,32.3104,Coffee,2012,1.3389,103.8297
Singapore,15.0557,Coffee,2011,1.3389,103.8297
Singapore,9.5683,Coffee,2010,1.3389,103.8297
Singapore,12.7888,Coffee,2009,1.3389,103.8297
Singapore,17.4473,Coffee,2008,1.3389,103.8297
Singapore,28.0735,Coffee,2007,1.3389,103.8297
Singapore,24.6499,Coffee,2006,1.3389,103.8297
Singapore,20.2694,Coffee,2005,1.3389,103.8297
Singapore,8.186,Coffee,2004,1.3389,103.8297
Singapore,6.6908,Coffee,2003,1.3389,103.8297
Singapore,8.7533,Coffee,2002,1.3389,103.8297
Singapore,7.5123,Coffee,2001,1.3389,103.8297
Singapore,11.6122,Coffee,2000,1.3389,103.8297
Singapore,1.1108,Black Pepper,2018,1.3389,103.8297
Singapore,2.6689,Black Pepper,2017,1.3389,103.8297
Singapore,4.852441768,Black Pepper,2016,1.3389,103.8297
Singapore,21.14708077,Black Pepper,2015,1.3389,103.8297
Singapore,26.921377,Black Pepper,2014,1.3389,103.8297
Singapore,10.393445,Black Pepper,2013,1.3389,103.8297
Singapore,9.498929,Black Pepper,2012,1.3389,103.8297
Singapore,20.1743,Bird Nest,2018,1.3389,103.8297
Singapore,8.2138,Bird Nest,2017,1.3389,103.8297
Singapore,18.4041376,Bird Nest,2016,1.3389,103.8297
Singapore,20.80211746,Bird Nest,2015,1.3389,103.8297
Singapore,39.946832,Bird Nest,2014,1.3389,103.8297
Singapore,64.799762,Bird Nest,2013,1.3389,103.8297
Singapore,77.081302,Bird Nest,2012,1.3389,103.8297
Singapore,237.2,Basic Chemistry Organic of Agriculture,2018,1.3389,103.8297
Singapore,246.6,Basic Chemistry Organic of Agriculture,2017,1.3389,103.8297
Singapore,233.1,Basic Chemistry Organic of Agriculture,2016,1.3389,103.8297
Singapore,213.6,Basic Chemistry Organic of Agriculture,2015,1.3389,103.8297
Singapore,241.2,Basic Chemistry Organic of Agriculture,2014,1.3389,103.8297
Singapore,383.8,Basic Chemistry Organic of Agriculture,2013,1.3389,103.8297
Singapore,230,Basic Chemistry Organic of Agriculture,2012,1.3389,103.8297
Singapore,5.6758,Base Precious Metal,2018,1.3389,103.8297
Singapore,120.4207,Base Precious Metal,2017,1.3389,103.8297
Singapore,137.2626,Base Precious Metal,2016,1.3389,103.8297
Singapore,104.4353,Base Precious Metal,2015,1.3389,103.8297
Singapore,109.051,Base Precious Metal,2014,1.3389,103.8297
Singapore,70.5837,Base Precious Metal,2013,1.3389,103.8297
Singapore,63.047548,Base Precious Metal,2012,1.3389,103.8297
Saudi Arabia,2.82,Fresh Chilled Fish,2018,24.191,44.32
Saudi Arabia,3.2779,Fresh Chilled Fish,2017,24.191,44.32
Saudi Arabia,4.7665,Fresh Chilled Fish,2016,24.191,44.32
Saudi Arabia,2.0867,Fresh Chilled Fish,2015,24.191,44.32
Saudi Arabia,0.3527,Fresh Chilled Fish,2014,24.191,44.32
Saudi Arabia,0.1364,Fresh Chilled Fish,2013,24.191,44.32
Saudi Arabia,0.0127,Fresh Chilled Fish,2012,24.191,44.32
Saudi Arabia,373.5,4-Wheel Motor Vehicle and more,2018,24.191,44.32
Saudi Arabia,494.1,4-Wheel Motor Vehicle and more,2017,24.191,44.32
Saudi Arabia,447.9,4-Wheel Motor Vehicle and more,2016,24.191,44.32
Saudi Arabia,888.6,4-Wheel Motor Vehicle and more,2015,24.191,44.32
Saudi Arabia,740.2,4-Wheel Motor Vehicle and more,2014,24.191,44.32
Saudi Arabia,630,4-Wheel Motor Vehicle and more,2013,24.191,44.32
Saudi Arabia,596.8,4-Wheel Motor Vehicle and more,2012,24.191,44.32
Romania,2.0557,Coffee,2018,45.933,25.119
Romania,2.1166,Coffee,2017,45.933,25.119
Romania,0.5386,Coffee,2016,45.933,25.119
Romania,0.8942,Coffee,2015,45.933,25.119
Romania,0.812,Coffee,2014,45.933,25.119
Romania,0.9875,Coffee,2013,45.933,25.119
Romania,2.8667,Coffee,2012,45.933,25.119
Romania,3.1199,Coffee,2011,45.933,25.119
Romania,3.3956,Coffee,2010,45.933,25.119
Romania,6.5775,Coffee,2009,45.933,25.119
Romania,8.5114,Coffee,2008,45.933,25.119
Romania,6.897,Coffee,2007,45.933,25.119
Romania,9.3683,Coffee,2006,45.933,25.119
Romania,6.7815,Coffee,2005,45.933,25.119
Romania,4.1602,Coffee,2004,45.933,25.119
Romania,5.2595,Coffee,2003,45.933,25.119
Romania,4.6011,Coffee,2002,45.933,25.119
Romania,2.5892,Coffee,2001,45.933,25.119
Romania,3.5195,Coffee,2000,45.933,25.119
Republic of Korea,75.2,Sport Shoes,2018,36.338,128.16
Republic of Korea,85.2,Sport Shoes,2017,36.338,128.16
Republic of Korea,71.1,Sport Shoes,2016,36.338,128.16
Republic of Korea,53.7,Sport Shoes,2015,36.338,128.16
Republic of Korea,47.7,Sport Shoes,2014,36.338,128.16
Republic of Korea,49.2,Sport Shoes,2013,36.338,128.16
Republic of Korea,39.8,Sport Shoes,2012,36.338,128.16
Republic of Korea,12.9017,Seaweed and other Algae,2018,36.338,128.16
Republic of Korea,5.6099,Seaweed and other Algae,2017,36.338,128.16
Republic of Korea,2.7186,Seaweed and other Algae,2016,36.338,128.16
Republic of Korea,8.0376,Seaweed and other Algae,2015,36.338,128.16
Republic of Korea,8.3148,Seaweed and other Algae,2014,36.338,128.16
Republic of Korea,3.0732,Seaweed and other Algae,2013,36.338,128.16
Republic of Korea,3.1311,Seaweed and other Algae,2012,36.338,128.16
Republic of Korea,61.2,Lignite,2018,36.338,128.16
Republic of Korea,122.1,Lignite,2017,36.338,128.16
Republic of Korea,43.8,Lignite,2016,36.338,128.16
Republic of Korea,38.6,Lignite,2015,36.338,128.16
Republic of Korea,2.9,Lignite,2014,36.338,128.16
Republic of Korea,6.3,Lignite,2013,36.338,128.16
Republic of Korea,0,Lignite,2012,36.338,128.16
Republic of Korea,661.2,Iron Steel,2018,36.338,128.16
Republic of Korea,192.4,Iron Steel,2017,36.338,128.16
Republic of Korea,208.7,Iron Steel,2016,36.338,128.16
Republic of Korea,221.4,Iron Steel,2015,36.338,128.16
Republic of Korea,199.5,Iron Steel,2014,36.338,128.16
Republic of Korea,117.6,Iron Steel,2013,36.338,128.16
Republic of Korea,153.5,Iron Steel,2012,36.338,128.16
Republic of Korea,346,Garment (Convection of Textile,2018,36.338,128.16
Republic of Korea,304.7,Garment (Convection of Textile,2017,36.338,128.16
Republic of Korea,256.2,Garment (Convection of Textile,2016,36.338,128.16
Republic of Korea,262.2,Garment (Convection of Textile,2015,36.338,128.16
Republic of Korea,236.3,Garment (Convection of Textile,2014,36.338,128.16
Republic of Korea,232.7,Garment (Convection of Textile,2013,36.338,128.16
Republic of Korea,183.9,Garment (Convection of Textile,2012,36.338,128.16
Republic of Korea,207.007,Electrical Equipment,2018,36.338,128.16
Republic of Korea,176.7016,Electrical Equipment,2017,36.338,128.16
Republic of Korea,112.1984,Electrical Equipment,2016,36.338,128.16
Republic of Korea,105.875,Electrical Equipment,2015,36.338,128.16
Republic of Korea,108.1715,Electrical Equipment,2014,36.338,128.16
Republic of Korea,108.4803,Electrical Equipment,2013,36.338,128.16
Republic of Korea,108.0199,Electrical Equipment,2012,36.338,128.16
Republic of Korea,263.9,Crumb Rubber,2018,36.338,128.16
Republic of Korea,327.4,Crumb Rubber,2017,36.338,128.16
Republic of Korea,232.3,Crumb Rubber,2016,36.338,128.16
Republic of Korea,257.5,Crumb Rubber,2015,36.338,128.16
Republic of Korea,284.4,Crumb Rubber,2014,36.338,128.16
Republic of Korea,377,Crumb Rubber,2013,36.338,128.16
Republic of Korea,454.7,Crumb Rubber,2012,36.338,128.16
Republic of Korea,164.7,Basic Chemistry Organic of Agriculture,2018,36.338,128.16
Republic of Korea,173.3,Basic Chemistry Organic of Agriculture,2017,36.338,128.16
Republic of Korea,149.5,Basic Chemistry Organic of Agriculture,2016,36.338,128.16
Republic of Korea,118.9,Basic Chemistry Organic of Agriculture,2015,36.338,128.16
Republic of Korea,139.2,Basic Chemistry Organic of Agriculture,2014,36.338,128.16
Republic of Korea,100.9,Basic Chemistry Organic of Agriculture,2013,36.338,128.16
Republic of Korea,110.4,Basic Chemistry Organic of Agriculture,2012,36.338,128.16
Republic of Korea,9.4859,Base Precious Metal,2018,36.338,128.16
Republic of Korea,21.2899,Base Precious Metal,2017,36.338,128.16
Republic of Korea,9.2617,Base Precious Metal,2016,36.338,128.16
Republic of Korea,37.2056,Base Precious Metal,2015,36.338,128.16
Republic of Korea,82.6355,Base Precious Metal,2014,36.338,128.16
Republic of Korea,46.0631,Base Precious Metal,2013,36.338,128.16
Republic of Korea,27.041583,Base Precious Metal,2012,36.338,128.16
Philippines,1.4243,Seaweed and other Algae,2018,17.181,121.256
Philippines,1.2632,Seaweed and other Algae,2017,17.181,121.256
Philippines,2.1785,Seaweed and other Algae,2016,17.181,121.256
Philippines,6.1267,Seaweed and other Algae,2015,17.181,121.256
Philippines,10.2008,Seaweed and other Algae,2014,17.181,121.256
Philippines,8.3854,Seaweed and other Algae,2013,17.181,121.256
Philippines,10.3461,Seaweed and other Algae,2012,17.181,121.256
Philippines,5.5,Lignite,2018,17.181,121.256
Philippines,1,Lignite,2017,17.181,121.256
Philippines,8.5,Lignite,2016,17.181,121.256
Philippines,0.5,Lignite,2015,17.181,121.256
Philippines,0,Lignite,2014,17.181,121.256
Philippines,0,Lignite,2013,17.181,121.256
Philippines,1,Lignite,2012,17.181,121.256
Philippines,134.7481,Electrical Equipment,2018,17.181,121.256
Philippines,123.7647,Electrical Equipment,2017,17.181,121.256
Philippines,112.9667,Electrical Equipment,2016,17.181,121.256
Philippines,104.6811,Electrical Equipment,2015,17.181,121.256
Philippines,131.7199,Electrical Equipment,2014,17.181,121.256
Philippines,119.0355,Electrical Equipment,2013,17.181,121.256
Philippines,113.5056,Electrical Equipment,2012,17.181,121.256
Philippines,1192.5,4-Wheel Motor Vehicle and more,2018,17.181,121.256
Philippines,1277.8,4-Wheel Motor Vehicle and more,2017,17.181,121.256
Philippines,1130.8,4-Wheel Motor Vehicle and more,2016,17.181,121.256
Philippines,526.4,4-Wheel Motor Vehicle and more,2015,17.181,121.256
Philippines,573.2,4-Wheel Motor Vehicle and more,2014,17.181,121.256
Philippines,379.6,4-Wheel Motor Vehicle and more,2013,17.181,121.256
Philippines,362.4,4-Wheel Motor Vehicle and more,2012,17.181,121.256
Pakistan,5.6758,"Drug Plants, Aromatic, Spices",2018,28.1854,66.6429
Pakistan,120.4207,"Drug Plants, Aromatic, Spices",2017,28.1854,66.6429
Pakistan,137.2626,"Drug Plants, Aromatic, Spices",2016,28.1854,66.6429
Pakistan,104.4353,"Drug Plants, Aromatic, Spices",2015,28.1854,66.6429
Pakistan,109.051,"Drug Plants, Aromatic, Spices",2014,28.1854,66.6429
Pakistan,70.5837,"Drug Plants, Aromatic, Spices",2013,28.1854,66.6429
Pakistan,63.047548,"Drug Plants, Aromatic, Spices",2012,28.1854,66.6429
Others,5.9249,White Pepper,2018,,
Others,8.3967,White Pepper,2017,,
Others,7.292902035,White Pepper,2016,,
Others,8.27747138,White Pepper,2015,,
Others,4.66273,White Pepper,2014,,
Others,8.022264,White Pepper,2013,,
Others,9.022553,White Pepper,2012,,
Others,561.7,Sport Shoes,2018,,
Others,544.1,Sport Shoes,2017,,
Others,496.4,Sport Shoes,2016,,
Others,537.5,Sport Shoes,2015,,
Others,511.1,Sport Shoes,2014,,
Others,524.8,Sport Shoes,2013,,
Others,505.2,Sport Shoes,2012,,
Others,6.8007,Seaweed and other Algae,2018,,
Others,3.324,Seaweed and other Algae,2017,,
Others,1.6828,Seaweed and other Algae,2016,,
Others,4.9502,Seaweed and other Algae,2015,,
Others,9.5045,Seaweed and other Algae,2014,,
Others,4.0116,Seaweed and other Algae,2013,,
Others,6.1031,Seaweed and other Algae,2012,,
Others,27.1,Lignite,2018,,
Others,25,Lignite,2017,,
Others,0,Lignite,2016,,
Others,23.7,Lignite,2015,,
Others,6.9,Lignite,2014,,
Others,15.3,Lignite,2013,,
Others,17.3,Lignite,2012,,
Others,44.7125,Jewellery Goods and Valuables,2018,,
Others,48.4075,Jewellery Goods and Valuables,2017,,
Others,48.6283,Jewellery Goods and Valuables,2016,,
Others,38.6727,Jewellery Goods and Valuables,2015,,
Others,47.9433,Jewellery Goods and Valuables,2014,,
Others,39.4406,Jewellery Goods and Valuables,2013,,
Others,37.6998,Jewellery Goods and Valuables,2012,,
Others,927.2,Iron Steel,2018,,
Others,519.8,Iron Steel,2017,,
Others,288.7,Iron Steel,2016,,
Others,438.8,Iron Steel,2015,,
Others,528.7,Iron Steel,2014,,
Others,658.7,Iron Steel,2013,,
Others,839.1,Iron Steel,2012,,
Others,1062,Garment (Convection of Textile,2018,,
Others,979.5,Garment (Convection of Textile,2017,,
Others,977.2,Garment (Convection of Textile,2016,,
Others,1009.5,Garment (Convection of Textile,2015,,
Others,966.1,Garment (Convection of Textile,2014,,
Others,1005,Garment (Convection of Textile,2013,,
Others,1047.3,Garment (Convection of Textile,2012,,
Others,27.9296,Fruit,2018,,
Others,15.1915,Fruit,2017,,
Others,7.3712,Fruit,2016,,
Others,10.8676,Fruit,2015,,
Others,10.9882,Fruit,2014,,
Others,11.7016,Fruit,2013,,
Others,34.306877,Fruit,2012,,
Others,0.732,Fresh Chilled Fish,2018,,
Others,1.5933,Fresh Chilled Fish,2017,,
Others,2.0035,Fresh Chilled Fish,2016,,
Others,2.5919,Fresh Chilled Fish,2015,,
Others,2.5453,Fresh Chilled Fish,2014,,
Others,14.877,Fresh Chilled Fish,2013,,
Others,22.928,Fresh Chilled Fish,2012,,
Others,1338.9321,Electrical Equipment,2018,,
Others,1246.836,Electrical Equipment,2017,,
Others,1128.2061,Electrical Equipment,2016,,
Others,1161.9504,Electrical Equipment,2015,,
Others,1281.7053,Electrical Equipment,2014,,
Others,1366.2658,Electrical Equipment,2013,,
Others,1169.8568,Electrical Equipment,2012,,
Others,192.5252,"Drug Plants, Aromatic, Spices",2018,,
Others,130.0424,"Drug Plants, Aromatic, Spices",2017,,
Others,85.1266,"Drug Plants, Aromatic, Spices",2016,,
Others,116.2435,"Drug Plants, Aromatic, Spices",2015,,
Others,115.8019,"Drug Plants, Aromatic, Spices",2014,,
Others,65.2723,"Drug Plants, Aromatic, Spices",2013,,
Others,56.593525,"Drug Plants, Aromatic, Spices",2012,,
Others,788.6,Crumb Rubber,2018,,
Others,1052.9,Crumb Rubber,2017,,
Others,601.2,Crumb Rubber,2016,,
Others,687.1,Crumb Rubber,2015,,
Others,871.4,Crumb Rubber,2014,,
Others,1215.4,Crumb Rubber,2013,,
Others,1506,Crumb Rubber,2012,,
Others,111.4024,Coffee,2018,,
Others,296.047,Coffee,2017,,
Others,188.6437,Coffee,2016,,
Others,292.8838,Coffee,2015,,
Others,203.3078,Coffee,2014,,
Others,285.0922,Coffee,2013,,
Others,238.9742,Coffee,2012,,
Others,184.6635,Coffee,2011,,
Others,156.7579,Coffee,2010,,
Others,169.7934,Coffee,2009,,
Others,162.8243,Coffee,2008,,
Others,109.9529,Coffee,2007,,
Others,83.4034,Coffee,2006,,
Others,72.1355,Coffee,2005,,
Others,35.5613,Coffee,2004,,
Others,44.8408,Coffee,2003,,
Others,38.9774,Coffee,2002,,
Others,31.5076,Coffee,2001,,
Others,78.675,Coffee,2000,,
Others,6.3119,Black Pepper,2018,,
Others,11.3992,Black Pepper,2017,,
Others,16.82031691,Black Pepper,2016,,
Others,14.88126196,Black Pepper,2015,,
Others,9.972279,Black Pepper,2014,,
Others,15.325614,Black Pepper,2013,,
Others,28.637547,Black Pepper,2012,,
Others,0.3617,Bird Nest,2018,,
Others,0.4859,Bird Nest,2017,,
Others,0.190546851,Bird Nest,2016,,
Others,0.114127953,Bird Nest,2015,,
Others,0.509251,Bird Nest,2014,,
Others,1.094715,Bird Nest,2013,,
Others,0.201249,Bird Nest,2012,,
Others,911.9,Basic Chemistry Organic of Agriculture,2018,,
Others,759.7,Basic Chemistry Organic of Agriculture,2017,,
Others,637.3,Basic Chemistry Organic of Agriculture,2016,,
Others,682.8,Basic Chemistry Organic of Agriculture,2015,,
Others,874.3,Basic Chemistry Organic of Agriculture,2014,,
Others,893.2,Basic Chemistry Organic of Agriculture,2013,,
Others,1224.2,Basic Chemistry Organic of Agriculture,2012,,
Others,192.5252,Base Precious Metal,2018,,
Others,130.0424,Base Precious Metal,2017,,
Others,85.1266,Base Precious Metal,2016,,
Others,116.2435,Base Precious Metal,2015,,
Others,115.8019,Base Precious Metal,2014,,
Others,65.2723,Base Precious Metal,2013,,
Others,56.593525,Base Precious Metal,2012,,
Others,789.4,4-Wheel Motor Vehicle and more,2018,,
Others,513.9,4-Wheel Motor Vehicle and more,2017,,
Others,434.2,4-Wheel Motor Vehicle and more,2016,,
Others,407.3,4-Wheel Motor Vehicle and more,2015,,
Others,551.5,4-Wheel Motor Vehicle and more,2014,,
Others,388.6,4-Wheel Motor Vehicle and more,2013,,
Others,411.4,4-Wheel Motor Vehicle and more,2012,,
Nigeria,0.4727,Fruit,2018,9.3417,7.678
Nigeria,0.4272,Fruit,2017,9.3417,7.678
Nigeria,1.8177,Fruit,2016,9.3417,7.678
Nigeria,0.8448,Fruit,2015,9.3417,7.678
Nigeria,0.3196,Fruit,2014,9.3417,7.678
Nigeria,0.1936,Fruit,2013,9.3417,7.678
Nigeria,0.119,Fruit,2012,9.3417,7.678
Netherlands,5.1943,White Pepper,2018,52.1704,5.0102
Netherlands,7.6306,White Pepper,2017,52.1704,5.0102
Netherlands,13.080606,White Pepper,2016,52.1704,5.0102
Netherlands,15.93014375,White Pepper,2015,52.1704,5.0102
Netherlands,8.933562,White Pepper,2014,52.1704,5.0102
Netherlands,15.090974,White Pepper,2013,52.1704,5.0102
Netherlands,9.568223,White Pepper,2012,52.1704,5.0102
Netherlands,102.6,Sport Shoes,2018,52.1704,5.0102
Netherlands,108.7,Sport Shoes,2017,52.1704,5.0102
Netherlands,119,Sport Shoes,2016,52.1704,5.0102
Netherlands,81.5,Sport Shoes,2015,52.1704,5.0102
Netherlands,64.1,Sport Shoes,2014,52.1704,5.0102
Netherlands,77.6,Sport Shoes,2013,52.1704,5.0102
Netherlands,87.6,Sport Shoes,2012,52.1704,5.0102
Netherlands,12.2781,"Drug Plants, Aromatic, Spices",2018,52.1704,5.0102
Netherlands,14.675,"Drug Plants, Aromatic, Spices",2017,52.1704,5.0102
Netherlands,12.5073,"Drug Plants, Aromatic, Spices",2016,52.1704,5.0102
Netherlands,14.3131,"Drug Plants, Aromatic, Spices",2015,52.1704,5.0102
Netherlands,16.7709,"Drug Plants, Aromatic, Spices",2014,52.1704,5.0102
Netherlands,16.8623,"Drug Plants, Aromatic, Spices",2013,52.1704,5.0102
Netherlands,16.655764,"Drug Plants, Aromatic, Spices",2012,52.1704,5.0102
Netherlands,6.7669,Coffee,2018,52.1704,5.0102
Netherlands,9.2362,Coffee,2017,52.1704,5.0102
